NB,LR,ANN,SVM,Ensemble,Num_features
0.45396261846797065,0.4554392525443343,0.4554574199974491,0.4554392525443343,0.4554392525443343,1
0.45789189749974063,0.4524828373239462,0.4490478694670716,0.46331907731163985,0.45543245650750724,2
0.4682391577320583,0.4677501779766824,0.44657495948571,0.4687329848925522,0.4687329848925522,3
0.42738925199709515,0.4431372549019607,0.43473856209150324,0.43725490196078437,0.43625998547567174,4
0.44560272278555974,0.448096137586327,0.44022381424529655,0.44903413713018814,0.4530211431587796,5
0.7084535967556673,0.7089681911991272,0.679935357969921,0.7094364991293274,0.7089463030508961,6
0.7129529529529529,0.7134152334152335,0.6666326932993599,0.7173634240300908,0.7149015682349017,7
0.6912563543936093,0.717803195352215,0.6892883079157589,0.7202614379084967,0.7222222222222221,8
0.7612091503267975,0.7952469135802469,0.7823856209150326,0.795246913580247,0.796717501815541,9
0.734119596753133,0.7926933864222573,0.7858016284419259,0.7931944399726685,0.7931896104546544,10
0.7513185714076736,0.8000113166923762,0.781834227387451,0.7985249817843757,0.7985273965433827,11
0.7611896386609031,0.8064663289950647,0.8010718585431228,0.8074454869857168,0.8049848594676181,12
0.7636576549152614,0.7976250385682435,0.765610014271272,0.7927122321780875,0.7961423646278278,13
0.7641376928349327,0.8202926232769452,0.8089660439368899,0.8222691841932832,0.8237397485200724,14
0.7754820753333262,0.8242337522493033,0.8144189910957997,0.8276784328035174,0.8262054298092162,15
0.7715436648769982,0.8237461704128372,0.7868426001759335,0.8242084508751175,0.8271811205144537,16
0.7557970091303424,0.8212818879485546,0.803061243061243,0.8207929141262473,0.8188176054842723,17
0.7685946074451822,0.8281704215037549,0.8148771610840576,0.8276765883662435,0.827675383997223,18
0.7739855852972823,0.8512788019177471,0.8389622728196089,0.8478389747456685,0.8532516719805429,19
0.7784126027865106,0.8458398025812119,0.833096052053536,0.8384432521153545,0.8428743589780281,20
0.7774697628650359,0.8464192576662015,0.829663060111308,0.8356179162047133,0.8459350897166708,21
0.7784281349832398,0.845380011519295,0.8345799571424994,0.8439094232840008,0.8439094232840008,22
0.7927185582357996,0.858197068541896,0.8473608404642887,0.8567204463756187,0.8567192360295808,23
0.7936720899398384,0.8793602908511631,0.8606397315187039,0.8842610651096114,0.8837732837901872,24
0.7853460768790234,0.859681120555139,0.8532722484071067,0.8606651498594141,0.8641073739912934,25
0.7848511256354394,0.8724727668845317,0.848355119825708,0.8705228758169934,0.8734713144517066,26
0.7902982553340033,0.8724487940974195,0.8503029490141133,0.8695028060842533,0.8709854979561564,27
0.779921061530257,0.8700073323061828,0.8409431554259141,0.8700121856443696,0.8724716028164303,28
0.7813724874518895,0.8714899613084433,0.8449261686458348,0.8729605496320698,0.8724727981542193,29
0.7873040806930109,0.8724385036945371,0.8591403303857865,0.8749198269902652,0.8729384245131104,30
0.775987610684757,0.8645811802519237,0.8277355290731334,0.867050369937188,0.8655676302482748,31
0.782868636448524,0.8665552487946198,0.8443728418946822,0.8626155604431667,0.8675380677089084,32
0.7971478002350816,0.8783978846638256,0.8468934649657843,0.8685709899002931,0.8729924316176401,33
0.7946741970406609,0.8788882561161128,0.8198095967467165,0.8734622568091129,0.8754399742770265,34
0.7813805267649182,0.8744544724742745,0.8518085632092621,0.8675638827793749,0.8705110813148087,35
0.7843118595642042,0.8774410624358744,0.8478306839344871,0.8725270577864317,0.876944838403477,36
0.7858069085655293,0.8734579870212054,0.8385055543676234,0.8774061716590452,0.8749394625256695,37
0.7966492505693809,0.8828657805022925,0.840009211256155,0.8794113933152238,0.8813818723517176,38
